Time,U,V,W,U Avg,V Avg,W Avg,U'=U - U avg,V'=V - V avg,W'=W - W avg,Octant,,Octant ID,+1,-1,+2,-2,+3,-3,+4,-4
2.61,28.38,-3.79,1.75,,,,1.073466465,-3.838330476,1.642422256,+4,,,,,,,,,,
2.62,23.08,-1.54,0.94,,,,-4.226533535,-1.588330476,0.832422256,+3,,,,,,,,,,
2.63,25.73,-2.66,1.34,,,,-1.576533535,-2.708330476,1.232422256,+3,,,,,,,,,,
2.64,30.41,0.54,0.76,,,,3.103466465,0.491669524,0.652422256,+1,,,,,,,,,,
2.65,29.39,-0.38,0.31,,,,2.083466465,-0.428330476,0.202422256,+4,,,,,,,,,,
2.66,29.1,0.81,-0.73,,,,1.793466465,0.761669524,-0.837577744,-1,,,,,,,,,,
2.67,21.76,1.15,0.27,,,,-5.546533535,1.101669524,0.162422256,+2,,,,,,,,,,
2.68,25.43,0.98,-0.22,,,,-1.876533535,0.931669524,-0.327577744,-2,,,,,,,,,,
2.69,25.52,0.83,1.12,,,,-1.786533535,0.781669524,1.012422256,+2,,,,,,,,,,
2.7,26.91,-0.1,2.47,,,,-0.396533535,-0.148330476,2.362422256,+3,,,,,,,,,,
2.71,27.64,2.16,1.81,,,,0.333466465,2.111669524,1.702422256,+1,,,,,,,,,,
2.72,26.71,0.65,1,,,,-0.596533535,0.601669524,0.892422256,+2,,,,,,,,,,
2.73,28.04,1.16,0.68,,,,0.733466465,1.111669524,0.572422256,+1,,,,,,,,,,
2.74,29.19,0.94,0,,,,1.883466465,0.891669524,-0.107577744,-1,,,,,,,,,,
2.75,24.77,-3.73,0.27,,,,-2.536533535,-3.778330476,0.162422256,+3,,,,,,,,,,
2.76,26.06,-1.75,0.3,,,,-1.246533535,-1.798330476,0.192422256,+3,,,,,,,,,,
2.77,21.99,-0.91,0.92,,,,-5.316533535,-0.958330476,0.812422256,+3,,,,,,,,,,
2.78,23.77,-0.48,0.15,,,,-3.536533535,-0.528330476,0.042422256,+3,,,,,,,,,,
2.79,23.99,-0.59,-0.38,,,,-3.316533535,-0.638330476,-0.487577744,-3,,,,,,,,,,
2.8,24.21,-0.71,-0.92,,,,-3.096533535,-0.758330476,-1.027577744,-3,,,,,,,,,,
2.81,26.78,-2.33,0.27,,,,-0.526533535,-2.378330476,0.162422256,+3,,,,,,,,,,
2.82,25.49,-3.95,0.17,,,,-1.816533535,-3.998330476,0.062422256,+3,,,,,,,,,,
2.83,28.36,-1.56,-0.38,,,,1.053466465,-1.608330476,-0.487577744,-4,,,,,,,,,,
2.84,25.06,0.41,0.07,,,,-2.246533535,0.361669524,-0.037577744,-2,,,,,,,,,,
2.85,26.93,-1.39,0.06,,,,-0.376533535,-1.438330476,-0.047577744,-3,,,,,,,,,,
2.86,28.81,-3.2,0.05,,,,1.503466465,-3.248330476,-0.057577744,-4,,,,,,,,,,
2.87,29.89,2.81,-1.21,,,,2.583466465,2.761669524,-1.317577744,-1,,,,,,,,,,
2.88,31.7,-0.03,-1.42,,,,4.393466465,-0.078330476,-1.527577744,-4,,,,,,,,,,
2.89,33.43,-0.26,-1.68,,,,6.123466465,-0.308330476,-1.787577744,-4,,,,,,,,,,
2.9,29.72,-0.26,-1.94,,,,2.413466465,-0.308330476,-2.047577744,-4,,,,,,,,,,
2.91,26.01,-0.27,-1.37,,,,-1.296533535,-0.318330476,-1.477577744,-3,,,,,,,,,,
2.92,27.43,0.65,-0.92,,,,0.123466465,0.601669524,-1.027577744,-1,,,,,,,,,,
2.93,29.21,0.81,-1.6,,,,1.903466465,0.761669524,-1.707577744,-1,,,,,,,,,,
2.94,29.31,0.95,-1.85,,,,2.003466465,0.901669524,-1.957577744,-1,,,,,,,,,,
2.95,29.42,1.09,-2.1,,,,2.113466465,1.041669524,-2.207577744,-1,,,,,,,,,,
2.96,33.11,-3.2,-2,,,,5.803466465,-3.248330476,-2.107577744,-4,,,,,,,,,,
2.97,31.27,-1.05,-2.05,,,,3.963466465,-1.098330476,-2.157577744,-4,,,,,,,,,,
2.98,33.43,-1.89,-1.36,,,,6.123466465,-1.938330476,-1.467577744,-4,,,,,,,,,,
2.99,34.25,1.13,-2.21,,,,6.943466465,1.081669524,-2.317577744,-1,,,,,,,,,,
3,34.49,0.99,-1.88,,,,7.183466465,0.941669524,-1.987577744,-1,,,,,,,,,,
3.01,33.61,0.85,-1.56,,,,6.303466465,0.801669524,-1.667577744,-1,,,,,,,,,,
3.02,32.73,-4.19,-1.77,,,,5.423466465,-4.238330476,-1.877577744,-4,,,,,,,,,,
3.03,32.33,-0.41,-0.68,,,,5.023466465,-0.458330476,-0.787577744,-4,,,,,,,,,,
3.04,32.82,4.06,0,,,,5.513466465,4.011669524,-0.107577744,-1,,,,,,,,,,
3.05,32.48,3.29,-1.4,,,,5.173466465,3.241669524,-1.507577744,-1,,,,,,,,,,
3.06,30.01,1.84,-0.06,,,,2.703466465,1.791669524,-0.167577744,-1,,,,,,,,,,
3.07,32.12,1.43,0.46,,,,4.813466465,1.381669524,0.352422256,+1,,,,,,,,,,
3.08,32.09,-1.53,-1.04,,,,4.783466465,-1.578330476,-1.147577744,-4,,,,,,,,,,
3.09,32.07,-0.1,-1.6,,,,4.763466465,-0.148330476,-1.707577744,-4,,,,,,,,,,
3.1,30.75,1.79,-1.78,,,,3.443466465,1.741669524,-1.887577744,-1,,,,,,,,,,
3.11,29.44,3.68,-1.97,,,,2.133466465,3.631669524,-2.077577744,-1,,,,,,,,,,
3.12,29.89,0.13,-2.12,,,,2.583466465,0.081669524,-2.227577744,-1,,,,,,,,,,
3.13,31.67,-0.7,-2.12,,,,4.363466465,-0.748330476,-2.227577744,-4,,,,,,,,,,
3.14,30.17,-0.4,-2.14,,,,2.863466465,-0.448330476,-2.247577744,-4,,,,,,,,,,
3.15,29,0.34,-1.22,,,,1.693466465,0.291669524,-1.327577744,-1,,,,,,,,,,
3.16,27.43,-0.33,-0.75,,,,0.123466465,-0.378330476,-0.857577744,-4,,,,,,,,,,
3.17,25.88,-1.02,-0.28,,,,-1.426533535,-1.068330476,-0.387577744,-3,,,,,,,,,,
3.18,28.02,4.78,-0.07,,,,0.713466465,4.731669524,-0.177577744,-1,,,,,,,,,,
3.19,27.93,2.37,-0.34,,,,0.623466465,2.321669524,-0.447577744,-1,,,,,,,,,,
3.2,29.86,-1.11,-0.2,,,,2.553466465,-1.158330476,-0.307577744,-4,,,,,,,,,,
3.21,31.8,0.63,-0.27,,,,4.493466465,0.581669524,-0.377577744,-1,,,,,,,,,,
3.22,32.49,-0.19,-0.65,,,,5.183466465,-0.238330476,-0.757577744,-4,,,,,,,,,,
3.23,31.41,-2.67,0.27,,,,4.103466465,-2.718330476,0.162422256,+4,,,,,,,,,,
3.24,30.34,0.37,0.08,,,,3.033466465,0.321669524,-0.027577744,-1,,,,,,,,,,
3.25,27.92,3.01,0.79,,,,0.613466465,2.961669524,0.682422256,+1,,,,,,,,,,
3.26,28.1,5.03,1.13,,,,0.793466465,4.981669524,1.022422256,+1,,,,,,,,,,
3.27,28.29,3.97,1.48,,,,0.983466465,3.921669524,1.372422256,+1,,,,,,,,,,
3.28,28.45,2.92,0.28,,,,1.143466465,2.871669524,0.172422256,+1,,,,,,,,,,
3.29,28.67,4.82,0.41,,,,1.363466465,4.771669524,0.302422256,+1,,,,,,,,,,
3.3,28.61,2.32,0.52,,,,1.303466465,2.271669524,0.412422256,+1,,,,,,,,,,
3.31,29.35,3.73,-1.07,,,,2.043466465,3.681669524,-1.177577744,-1,,,,,,,,,,
3.32,27.54,2.39,-1.37,,,,0.233466465,2.341669524,-1.477577744,-1,,,,,,,,,,
3.33,26.1,2.48,-1.18,,,,-1.206533535,2.431669524,-1.287577744,-2,,,,,,,,,,
3.34,29.69,-3.37,-1.62,,,,2.383466465,-3.418330476,-1.727577744,-4,,,,,,,,,,
3.35,27.89,-0.44,-1.4,,,,0.583466465,-0.488330476,-1.507577744,-4,,,,,,,,,,
3.36,30.1,1.4,-1.29,,,,2.793466465,1.351669524,-1.397577744,-1,,,,,,,,,,
3.37,31.61,-0.38,-2.2,,,,4.303466465,-0.428330476,-2.307577744,-4,,,,,,,,,,
3.38,28.63,-0.46,-1.65,,,,1.323466465,-0.508330476,-1.757577744,-4,,,,,,,,,,
3.39,27.93,-1.91,-1.08,,,,0.623466465,-1.958330476,-1.187577744,-4,,,,,,,,,,
3.4,27.23,-3.37,-0.52,,,,-0.076533535,-3.418330476,-0.627577744,-3,,,,,,,,,,
3.41,26.79,-4.32,-0.99,,,,-0.516533535,-4.368330476,-1.097577744,-3,,,,,,,,,,
3.42,28.5,-4.76,-1.3,,,,1.193466465,-4.808330476,-1.407577744,-4,,,,,,,,,,
3.43,28.1,-4.09,-1.2,,,,0.793466465,-4.138330476,-1.307577744,-4,,,,,,,,,,
3.44,28.93,-2.5,-1.33,,,,1.623466465,-2.548330476,-1.437577744,-4,,,,,,,,,,
3.45,29.76,-0.93,-1.47,,,,2.453466465,-0.978330476,-1.577577744,-4,,,,,,,,,,
3.46,28.76,-1.67,-0.04,,,,1.453466465,-1.718330476,-0.147577744,-4,,,,,,,,,,
3.47,30.52,-1.24,0.52,,,,3.213466465,-1.288330476,0.412422256,+4,,,,,,,,,,
3.48,32.28,-0.81,1.09,,,,4.973466465,-0.858330476,0.982422256,+4,,,,,,,,,,
3.49,29.67,-4.08,-0.17,,,,2.363466465,-4.128330476,-0.277577744,-4,,,,,,,,,,
3.5,27.37,-0.13,-0.15,,,,0.063466465,-0.178330476,-0.257577744,-4,,,,,,,,,,
3.51,27.07,-1.64,-0.49,,,,-0.236533535,-1.688330476,-0.597577744,-3,,,,,,,,,,
3.52,27.17,-0.47,-0.43,,,,-0.136533535,-0.518330476,-0.537577744,-3,,,,,,,,,,
3.53,27.27,0.7,-0.37,,,,-0.036533535,0.651669524,-0.477577744,-2,,,,,,,,,,
3.54,30.66,2.99,-1.56,,,,3.353466465,2.941669524,-1.667577744,-1,,,,,,,,,,
3.55,31.72,-3.92,-1.78,,,,4.413466465,-3.968330476,-1.887577744,-4,,,,,,,,,,
3.56,31.19,-0.46,-2,,,,3.883466465,-0.508330476,-2.107577744,-4,,,,,,,,,,
3.57,26.51,0.71,-0.05,,,,-0.796533535,0.661669524,-0.157577744,-2,,,,,,,,,,
3.58,28.85,0.12,-1.02,,,,1.543466465,0.071669524,-1.127577744,-1,,,,,,,,,,
3.59,29.75,2.31,-2.1,,,,2.443466465,2.261669524,-2.207577744,-1,,,,,,,,,,
3.6,28.25,3.1,-2.37,,,,0.943466465,3.051669524,-2.477577744,-1,,,,,,,,,,
3.61,29.32,3.59,-2.23,,,,2.013466465,3.541669524,-2.337577744,-1,,,,,,,,,,
3.62,30.39,4.1,-2.1,,,,3.083466465,4.051669524,-2.207577744,-1,,,,,,,,,,
3.63,28.2,1.71,-1.05,,,,0.893466465,1.661669524,-1.157577744,-1,,,,,,,,,,
3.64,31.52,2.28,-1.71,,,,4.213466465,2.231669524,-1.817577744,-1,,,,,,,,,,
3.65,29.15,-1.7,-1.67,,,,1.843466465,-1.748330476,-1.777577744,-4,,,,,,,,,,
3.66,25.88,1.82,-1.4,,,,-1.426533535,1.771669524,-1.507577744,-2,,,,,,,,,,
3.67,27.98,2.35,-1.54,,,,0.673466465,2.301669524,-1.647577744,-1,,,,,,,,,,
3.68,25.89,3.43,-1.15,,,,-1.416533535,3.381669524,-1.257577744,-2,,,,,,,,,,
3.69,26.12,1.66,-0.89,,,,-1.186533535,1.611669524,-0.997577744,-2,,,,,,,,,,
3.7,26.35,-0.1,-0.63,,,,-0.956533535,-0.148330476,-0.737577744,-3,,,,,,,,,,
3.71,27.63,1,-1.01,,,,0.323466465,0.951669524,-1.117577744,-1,,,,,,,,,,
3.72,29,1.98,-1.68,,,,1.693466465,1.931669524,-1.787577744,-1,,,,,,,,,,
3.73,27.4,3.46,-1.93,,,,0.093466465,3.411669524,-2.037577744,-1,,,,,,,,,,
3.74,23.74,4.9,-0.72,,,,-3.566533535,4.851669524,-0.827577744,-2,,,,,,,,,,
3.75,21.97,5.13,-0.87,,,,-5.336533535,5.081669524,-0.977577744,-2,,,,,,,,,,
3.76,26.56,4.87,-0.33,,,,-0.746533535,4.821669524,-0.437577744,-2,,,,,,,,,,
3.77,31.15,4.61,0.19,,,,3.843466465,4.561669524,0.082422256,+1,,,,,,,,,,
3.78,29.64,3.18,0.49,,,,2.333466465,3.131669524,0.382422256,+1,,,,,,,,,,
3.79,26.58,-0.57,-0.12,,,,-0.726533535,-0.618330476,-0.227577744,-3,,,,,,,,,,
3.8,28.36,-1.66,-0.06,,,,1.053466465,-1.708330476,-0.167577744,-4,,,,,,,,,,
3.81,24.44,-3.68,0.06,,,,-2.866533535,-3.728330476,-0.047577744,-3,,,,,,,,,,
3.82,23.44,-2.82,0.24,,,,-3.866533535,-2.868330476,0.132422256,+3,,,,,,,,,,
3.83,24.7,-1.97,0.7,,,,-2.606533535,-2.018330476,0.592422256,+3,,,,,,,,,,
3.84,26.03,1.47,0.63,,,,-1.276533535,1.421669524,0.522422256,+2,,,,,,,,,,
3.85,27.28,-0.56,-0.02,,,,-0.026533535,-0.608330476,-0.127577744,-3,,,,,,,,,,
3.86,27.25,-0.47,-0.39,,,,-0.056533535,-0.518330476,-0.497577744,-3,,,,,,,,,,
3.87,27.23,-0.38,-0.77,,,,-0.076533535,-0.428330476,-0.877577744,-3,,,,,,,,,,
3.88,28.13,-3.53,-0.19,,,,0.823466465,-3.578330476,-0.297577744,-4,,,,,,,,,,
3.89,27,1.2,-0.87,,,,-0.306533535,1.151669524,-0.977577744,-2,,,,,,,,,,
3.9,27.02,0.46,-1.18,,,,-0.286533535,0.411669524,-1.287577744,-2,,,,,,,,,,
3.91,26.4,1,-0.94,,,,-0.906533535,0.951669524,-1.047577744,-2,,,,,,,,,,
3.92,25.78,0.32,-0.93,,,,-1.526533535,0.271669524,-1.037577744,-2,,,,,,,,,,
3.93,24.81,2.08,-0.63,,,,-2.496533535,2.031669524,-0.737577744,-2,,,,,,,,,,
3.94,27.2,0.46,-0.26,,,,-0.106533535,0.411669524,-0.367577744,-2,,,,,,,,,,
3.95,27.04,-1.6,-0.09,,,,-0.266533535,-1.648330476,-0.197577744,-3,,,,,,,,,,
3.96,26.32,0.03,0.13,,,,-0.986533535,-0.018330476,0.022422256,+3,,,,,,,,,,
3.97,25.9,2,-0.09,,,,-1.406533535,1.951669524,-0.197577744,-2,,,,,,,,,,
3.98,25.49,3.97,-0.32,,,,-1.816533535,3.921669524,-0.427577744,-2,,,,,,,,,,
3.99,24.95,0.23,-0.3,,,,-2.356533535,0.181669524,-0.407577744,-2,,,,,,,,,,
4,24.49,0.8,0.27,,,,-2.816533535,0.751669524,0.162422256,+2,,,,,,,,,,
4.01,25.63,1.72,0.51,,,,-1.676533535,1.671669524,0.402422256,+2,,,,,,,,,,
4.02,23.55,4.63,1.22,,,,-3.756533535,4.581669524,1.112422256,+2,,,,,,,,,,
4.03,22.41,4.25,0.43,,,,-4.896533535,4.201669524,0.322422256,+2,,,,,,,,,,
4.04,24.33,4.94,0.93,,,,-2.976533535,4.891669524,0.822422256,+2,,,,,,,,,,
4.05,25.88,1.76,-0.17,,,,-1.426533535,1.711669524,-0.277577744,-2,,,,,,,,,,
4.06,23.19,2.52,0.52,,,,-4.116533535,2.471669524,0.412422256,+2,,,,,,,,,,
4.07,25.54,-2.08,-0.27,,,,-1.766533535,-2.128330476,-0.377577744,-3,,,,,,,,,,
4.08,26.66,0.86,-0.46,,,,-0.646533535,0.811669524,-0.567577744,-2,,,,,,,,,,
4.09,27.18,0.65,-0.57,,,,-0.126533535,0.601669524,-0.677577744,-2,,,,,,,,,,
4.1,29.49,0.54,-1.48,,,,2.183466465,0.491669524,-1.587577744,-1,,,,,,,,,,
4.11,26.8,0.65,-1.61,,,,-0.506533535,0.601669524,-1.717577744,-2,,,,,,,,,,
4.12,26.03,-1.18,-1.37,,,,-1.276533535,-1.228330476,-1.477577744,-3,,,,,,,,,,
4.13,21.45,-3.46,0.46,,,,-5.856533535,-3.508330476,0.352422256,+3,,,,,,,,,,
4.14,23.74,-2.32,-0.45,,,,-3.566533535,-2.368330476,-0.557577744,-3,,,,,,,,,,
4.15,24.39,-3.17,-0.1,,,,-2.916533535,-3.218330476,-0.207577744,-3,,,,,,,,,,
4.16,23.28,-1.53,0.1,,,,-4.026533535,-1.578330476,-0.007577744,-3,,,,,,,,,,
4.17,22.17,0.1,0.31,,,,-5.136533535,0.051669524,0.202422256,+2,,,,,,,,,,
4.18,25.06,2.44,0.03,,,,-2.246533535,2.391669524,-0.077577744,-2,,,,,,,,,,
4.19,25.22,3.18,-0.03,,,,-2.086533535,3.131669524,-0.137577744,-2,,,,,,,,,,
4.2,25.97,4,-0.28,,,,-1.336533535,3.951669524,-0.387577744,-2,,,,,,,,,,
4.21,26.73,4.83,-0.54,,,,-0.576533535,4.781669524,-0.647577744,-2,,,,,,,,,,
4.22,25.04,2.26,-0.57,,,,-2.266533535,2.211669524,-0.677577744,-2,,,,,,,,,,
4.23,24.87,-0.77,-0.74,,,,-2.436533535,-0.818330476,-0.847577744,-3,,,,,,,,,,
4.24,26.37,1.73,-0.3,,,,-0.936533535,1.681669524,-0.407577744,-2,,,,,,,,,,
4.25,24.7,4.54,0.24,,,,-2.606533535,4.491669524,0.132422256,+2,,,,,,,,,,
4.26,23.04,3.13,-0.03,,,,-4.266533535,3.081669524,-0.137577744,-2,,,,,,,,,,
4.27,22.31,2.5,1.48,,,,-4.996533535,2.451669524,1.372422256,+2,,,,,,,,,,
4.28,22.85,0.81,0.93,,,,-4.456533535,0.761669524,0.822422256,+2,,,,,,,,,,
4.29,21.51,1.67,1.06,,,,-5.796533535,1.621669524,0.952422256,+2,,,,,,,,,,
4.3,20.9,2.4,1.79,,,,-6.406533535,2.351669524,1.682422256,+2,,,,,,,,,,
4.31,21.73,3.13,2.52,,,,-5.576533535,3.081669524,2.412422256,+2,,,,,,,,,,
4.32,22.57,3.79,2.54,,,,-4.736533535,3.741669524,2.432422256,+2,,,,,,,,,,
4.33,24.86,4.45,2.34,,,,-2.446533535,4.401669524,2.232422256,+2,,,,,,,,,,
4.34,23.75,2.95,2.15,,,,-3.556533535,2.901669524,2.042422256,+2,,,,,,,,,,
4.35,25.45,1.85,1.26,,,,-1.856533535,1.801669524,1.152422256,+2,,,,,,,,,,
4.36,23.11,0.76,0.69,,,,-4.196533535,0.711669524,0.582422256,+2,,,,,,,,,,
4.37,21.93,-0.6,0.38,,,,-5.376533535,-0.648330476,0.272422256,+3,,,,,,,,,,
4.38,24.67,-0.98,0.19,,,,-2.636533535,-1.028330476,0.082422256,+3,,,,,,,,,,
4.39,27.41,-1.37,0.01,,,,0.103466465,-1.418330476,-0.097577744,-4,,,,,,,,,,
4.4,26.26,0.37,0.35,,,,-1.046533535,0.321669524,0.242422256,+2,,,,,,,,,,
4.41,26.3,-1.6,0.18,,,,-1.006533535,-1.648330476,0.072422256,+3,,,,,,,,,,
4.42,26.35,-3.59,0.01,,,,-0.956533535,-3.638330476,-0.097577744,-3,,,,,,,,,,
4.43,24.63,-3.05,0.08,,,,-2.676533535,-3.098330476,-0.027577744,-3,,,,,,,,,,
4.44,22.92,-2.51,0.15,,,,-4.386533535,-2.558330476,0.042422256,+3,,,,,,,,,,
4.45,22.31,-0.85,0.98,,,,-4.996533535,-0.898330476,0.872422256,+3,,,,,,,,,,
4.46,24.04,0.47,0.8,,,,-3.266533535,0.421669524,0.692422256,+2,,,,,,,,,,
4.47,25.78,1.79,0.63,,,,-1.526533535,1.741669524,0.522422256,+2,,,,,,,,,,
4.48,24.81,-0.52,0,,,,-2.496533535,-0.568330476,-0.107577744,-3,,,,,,,,,,
4.49,25.08,-3.16,0.12,,,,-2.226533535,-3.208330476,0.012422256,+3,,,,,,,,,,
4.5,26.96,-4.31,-0.08,,,,-0.346533535,-4.358330476,-0.187577744,-3,,,,,,,,,,
4.51,24.34,-4.52,0.54,,,,-2.966533535,-4.568330476,0.432422256,+3,,,,,,,,,,
4.52,24.7,-4.74,0.91,,,,-2.606533535,-4.788330476,0.802422256,+3,,,,,,,,,,
4.53,29.82,-4.59,1.86,,,,2.513466465,-4.638330476,1.752422256,+4,,,,,,,,,,
4.54,30.43,-4.45,0.66,,,,3.123466465,-4.498330476,0.552422256,+4,,,,,,,,,,
4.55,29.71,-4.33,-0.16,,,,2.403466465,-4.378330476,-0.267577744,-4,,,,,,,,,,
4.56,28.99,-4.21,-0.99,,,,1.683466465,-4.258330476,-1.097577744,-4,,,,,,,,,,
4.57,26.89,-4.12,0.31,,,,-0.416533535,-4.168330476,0.202422256,+3,,,,,,,,,,
4.58,30.75,-4.03,0.37,,,,3.443466465,-4.078330476,0.262422256,+4,,,,,,,,,,
4.59,30.21,-3.11,0.3,,,,2.903466465,-3.158330476,0.192422256,+4,,,,,,,,,,
4.6,29.8,-4.52,0.57,,,,2.493466465,-4.568330476,0.462422256,+4,,,,,,,,,,
4.61,30,-6.14,0.43,,,,2.693466465,-6.188330476,0.322422256,+4,,,,,,,,,,
4.62,31.49,-5.19,-0.05,,,,4.183466465,-5.238330476,-0.157577744,-4,,,,,,,,,,
4.63,28.73,-4.25,0.45,,,,1.423466465,-4.298330476,0.342422256,+4,,,,,,,,,,
4.64,25.97,-0.74,0.96,,,,-1.336533535,-0.788330476,0.852422256,+3,,,,,,,,,,
4.65,27.5,-2.37,1.35,,,,0.193466465,-2.418330476,1.242422256,+4,,,,,,,,,,
4.66,27.13,-5.99,0.7,,,,-0.176533535,-6.038330476,0.592422256,+3,,,,,,,,,,
4.67,26.76,-5.13,0.06,,,,-0.546533535,-5.178330476,-0.047577744,-3,,,,,,,,,,
4.68,28,-4.27,0.82,,,,0.693466465,-4.318330476,0.712422256,+4,,,,,,,,,,
4.69,27.05,-5.21,0.6,,,,-0.256533535,-5.258330476,0.492422256,+3,,,,,,,,,,
4.7,27.75,-5.72,1.33,,,,0.443466465,-5.768330476,1.222422256,+4,,,,,,,,,,
4.71,28.45,-5.32,2.06,,,,1.143466465,-5.368330476,1.952422256,+4,,,,,,,,,,
4.72,25.25,-4.02,1.54,,,,-2.056533535,-4.068330476,1.432422256,+3,,,,,,,,,,
4.73,24.18,-2.73,0.92,,,,-3.126533535,-2.778330476,0.812422256,+3,,,,,,,,,,
4.74,23.11,-0.54,0.31,,,,-4.196533535,-0.588330476,0.202422256,+3,,,,,,,,,,
4.75,24.44,0.91,1.43,,,,-2.866533535,0.861669524,1.322422256,+2,,,,,,,,,,
4.76,23.42,2.31,1.15,,,,-3.886533535,2.261669524,1.042422256,+2,,,,,,,,,,
4.77,23.28,0.76,1.35,,,,-4.026533535,0.711669524,1.242422256,+2,,,,,,,,,,
4.78,25.56,1.16,2.42,,,,-1.746533535,1.111669524,2.312422256,+2,,,,,,,,,,
4.79,24.9,-0.93,2.41,,,,-2.406533535,-0.978330476,2.302422256,+3,,,,,,,,,,
4.8,23.39,-0.3,2.74,,,,-3.916533535,-0.348330476,2.632422256,+3,,,,,,,,,,
4.81,22.89,0.83,3.14,,,,-4.416533535,0.781669524,3.032422256,+2,,,,,,,,,,
4.82,22.4,0.94,3.42,,,,-4.906533535,0.891669524,3.312422256,+2,,,,,,,,,,
4.83,24.79,0.35,3.23,,,,-2.516533535,0.301669524,3.122422256,+2,,,,,,,,,,
4.84,23.78,2.47,2.31,,,,-3.526533535,2.421669524,2.202422256,+2,,,,,,,,,,
4.85,28.92,4.92,1.41,,,,1.613466465,4.871669524,1.302422256,+1,,,,,,,,,,
4.86,26.35,3.7,2.23,,,,-0.956533535,3.651669524,2.122422256,+2,,,,,,,,,,
4.87,26.71,-1.96,0.96,,,,-0.596533535,-2.008330476,0.852422256,+3,,,,,,,,,,
4.88,26.42,-4.52,0.65,,,,-0.886533535,-4.568330476,0.542422256,+3,,,,,,,,,,
4.89,25.2,-1.26,-0.13,,,,-2.106533535,-1.308330476,-0.237577744,-3,,,,,,,,,,
4.9,24.58,-2.37,-0.43,,,,-2.726533535,-2.418330476,-0.537577744,-3,,,,,,,,,,
4.91,25.18,-4.69,-0.38,,,,-2.126533535,-4.738330476,-0.487577744,-3,,,,,,,,,,
4.92,22.65,-3.68,-1.13,,,,-4.656533535,-3.728330476,-1.237577744,-3,,,,,,,,,,
4.93,22.8,-4.16,-0.85,,,,-4.506533535,-4.208330476,-0.957577744,-3,,,,,,,,,,
4.94,22.95,-4.65,0.17,,,,-4.356533535,-4.698330476,0.062422256,+3,,,,,,,,,,
4.95,21.89,-3.18,1.48,,,,-5.416533535,-3.228330476,1.372422256,+3,,,,,,,,,,
4.96,24.67,-0.98,1.96,,,,-2.636533535,-1.028330476,1.852422256,+3,,,,,,,,,,
4.97,28.51,0.49,2.17,,,,1.203466465,0.441669524,2.062422256,+1,,,,,,,,,,
4.98,26.08,-1.37,0.35,,,,-1.226533535,-1.418330476,0.242422256,+3,,,,,,,,,,
4.99,27.37,-0.49,-0.68,,,,0.063466465,-0.538330476,-0.787577744,-4,,,,,,,,,,
5,28.02,-2.12,-1.27,,,,0.713466465,-2.168330476,-1.377577744,-4,,,,,,,,,,
5.01,24.21,-2.82,-0.74,,,,-3.096533535,-2.868330476,-0.847577744,-3,,,,,,,,,,
5.02,23.4,-3.63,-1.02,,,,-3.906533535,-3.678330476,-1.127577744,-3,,,,,,,,,,
5.03,22.6,-4.46,-0.88,,,,-4.706533535,-4.508330476,-0.987577744,-3,,,,,,,,,,
5.04,25.72,-3.31,1.47,,,,-1.586533535,-3.358330476,1.362422256,+3,,,,,,,,,,
5.05,28.1,-4.05,2.27,,,,0.793466465,-4.098330476,2.162422256,+4,,,,,,,,,,
5.06,28.3,-4.4,2.46,,,,0.993466465,-4.448330476,2.352422256,+4,,,,,,,,,,
5.07,28.51,-4.76,2.57,,,,1.203466465,-4.808330476,2.462422256,+4,,,,,,,,,,
5.08,27.03,-0.17,2.6,,,,-0.276533535,-0.218330476,2.492422256,+3,,,,,,,,,,
5.09,27.16,0.2,2.52,,,,-0.146533535,0.151669524,2.412422256,+2,,,,,,,,,,
5.1,27.23,-1.15,2.44,,,,-0.076533535,-1.198330476,2.332422256,+3,,,,,,,,,,
5.11,26.82,-3.18,2.41,,,,-0.486533535,-3.228330476,2.302422256,+3,,,,,,,,,,
5.12,26.69,-4.25,2,,,,-0.616533535,-4.298330476,1.892422256,+3,,,,,,,,,,
5.13,25.18,-4.11,1.6,,,,-2.126533535,-4.158330476,1.492422256,+3,,,,,,,,,,
5.14,24.81,-1.75,2.52,,,,-2.496533535,-1.798330476,2.412422256,+3,,,,,,,,,,
5.15,24.94,0.6,3.09,,,,-2.366533535,0.551669524,2.982422256,+2,,,,,,,,,,
5.16,27.34,2.6,3.49,,,,0.033466465,2.551669524,3.382422256,+1,,,,,,,,,,
5.17,29.75,4.61,2.3,,,,2.443466465,4.561669524,2.192422256,+1,,,,,,,,,,
5.18,28.74,4.65,1.11,,,,1.433466465,4.601669524,1.002422256,+1,,,,,,,,,,
5.19,27.08,0.83,0.77,,,,-0.226533535,0.781669524,0.662422256,+2,,,,,,,,,,
5.2,26.88,0.17,0.38,,,,-0.426533535,0.121669524,0.272422256,+2,,,,,,,,,,
5.21,26.69,-0.48,0,,,,-0.616533535,-0.528330476,-0.107577744,-3,,,,,,,,,,
5.22,25.6,-1.16,0.52,,,,-1.706533535,-1.208330476,0.412422256,+3,,,,,,,,,,
5.23,21.18,-0.49,1.72,,,,-6.126533535,-0.538330476,1.612422256,+3,,,,,,,,,,
5.24,20.5,1.61,2.07,,,,-6.806533535,1.561669524,1.962422256,+2,,,,,,,,,,
5.25,20.3,1.87,3.3,,,,-7.006533535,1.821669524,3.192422256,+2,,,,,,,,,,
