Time,U,V,W
8.3,23.23,3.08,1.32
8.31,23,0.34,1.93
8.32,25,-2.4,2.54
8.33,26.91,-2.75,3.08
8.34,26.4,-3.05,3.65
8.35,25.9,-3.35,3.95
8.36,26.8,3.4,3.43
8.37,31.83,3.03,2.33
8.38,32.39,3.57,1.24
8.39,26.46,4.12,-1.04
8.4,24.68,4.74,0.17
8.41,26.06,2.45,0.65
8.42,25.63,1.92,1.2
8.43,29.85,1.37,2.54
8.44,26.46,1.84,1.38
8.45,28.81,4.05,1.76
8.46,28.48,5.77,0.3
8.47,29.34,6,0.7
8.48,28.87,5.48,1.06
8.49,28.4,4.87,1.43
8.5,26.69,4.26,1.58
8.51,25.79,2.93,1.88
8.52,24.9,1.61,2.19
8.53,27.57,0.31,2.28
8.54,27.59,3.33,2.52
8.55,24.86,3.39,1.63
8.56,25.78,3.46,1.44
8.57,29.12,3.08,-0.52
8.58,27.45,3.27,0.45
8.59,25.22,-0.98,-0.44
8.6,32.48,-1.98,-0.85
8.61,28.85,-2.99,-0.64
8.62,30.21,-4.71,-2.22
8.63,33.03,-3.81,-1.96
8.64,31.49,0.99,-1.73
8.65,25.63,1.25,-1.42
8.66,27.49,0.73,-0.78
8.67,29.35,0.21,-0.15
8.68,26.64,-1.48,-0.05
8.69,28.94,-1.26,0.2
8.7,27.95,-1.92,-0.71
8.71,27.45,-4.25,-0.12
8.72,25.69,-3.99,0.54
8.73,24.32,-4.14,1.03
8.74,25.44,-2.55,1.72
8.75,26.57,-0.98,2.42
8.76,27.32,0.27,0.86
8.77,29.31,2.18,-0.35
8.78,31.31,4.1,-1.56
8.79,28.99,0.49,-1.2
8.8,31.86,4.32,-1.08
8.81,30.11,3.16,-0.98
8.82,30.4,1.83,-0.83
8.83,30.7,0.51,-0.68
8.84,28.7,0.99,0.6
8.85,26.71,1.48,1.89
8.86,27.7,2.16,2.49
8.87,29.61,1.31,2.19
8.88,31.54,1.6,1.9
8.89,33.03,2.76,1.75
8.9,32.57,2.22,0.84
8.91,30.93,3.38,0.4
8.92,29.3,1.9,0.4
8.93,24.81,0.43,0.41
8.94,27.05,1.16,0.4
8.95,30.86,3.52,1.88
8.96,31.92,3.67,1.92
8.97,31.99,3.83,1.6
8.98,32.06,1.79,1.29
8.99,30.93,2.23,0.78
9,33.32,0.21,0.74
9.01,29.84,1.78,-0.52
9.02,29.33,2.08,-1.15
9.03,30.88,0.74,-1.31
9.04,28.77,-1.38,-0.87
9.05,26.66,-3.5,-0.44
9.06,27.99,-1.24,-1.16
9.07,27.95,-1.3,-1.52
9.08,25.2,-2.59,-0.99
9.09,27.34,0.6,-1.48
9.1,28.94,-3.1,-1.65
9.11,32.73,-2.74,-1.2
9.12,33.55,-2.12,-1.18
9.13,34.07,-0.18,-1.2
9.14,31.12,1.75,-1.22
9.15,28.18,0.23,-1.18
9.16,27.54,-0.54,-1.42
9.17,26.3,0.52,-1.52
9.18,28.78,-0.52,-2.2
9.19,29.82,-0.74,-2.65
9.2,28.15,1.11,-2.34
9.21,24.19,0.07,-2.04
9.22,26.17,0.59,-1.67
9.23,28.4,-2.52,-1.31
9.24,30.43,-2.81,-1.6
9.25,26.91,-2.87,-0.55
9.26,28.92,-1.28,-0.81
9.27,30.93,0.31,-1.08
9.28,29.87,-1.15,-0.78
9.29,25.27,-1.19,-0.41
9.3,27.75,-1.72,-0.6
9.31,26.35,-0.07,-1.15
9.32,26.51,4.06,-0.93
9.33,23.63,2.88,-1.38
9.34,25.04,2.39,-1.1
9.35,27.18,1.61,-1.85
9.36,28.11,-1.79,-1.26
9.37,29.49,-1.46,-0.66
9.38,26.98,-0.43,-0.1
9.39,28.42,2.85,0.07
9.4,26.21,-1.48,-0.87
9.41,28.96,-1.59,-1.86
9.42,27.91,0.31,-2.09
9.43,27.61,-1.66,-2.31
9.44,26.97,-3.14,-2.48
9.45,26.33,-4.63,-3.28
9.46,31.07,-1.93,-3.33
9.47,28.7,-3.28,-3.96
9.48,27.61,-4.38,-3.67
9.49,23.58,-3.97,-2.92
9.5,22.38,-3.57,-2.17
9.51,21.19,-3.79,-0.86
9.52,23.61,-2.12,-0.24
9.53,24.08,-3.2,-0.15
9.54,24.38,-1.97,-0.03
9.55,24.69,-0.74,0.08
9.56,24.02,-0.09,0.17
9.57,23.36,0.54,0.27
9.58,21.66,-3.64,-0.1
9.59,23.04,-1.21,0.03
9.6,24.58,0.41,-0.01
9.61,24.27,0.17,0.28
9.62,23.97,-0.07,0.57
9.63,25.79,-0.81,-0.92
9.64,26.07,-2.27,-1.86
9.65,26.35,-3.73,-2.26
9.66,25.59,-3.82,-2.39
9.67,24.83,-3.92,-2.33
9.68,26.17,-4.21,-2.29
9.69,27.4,-4.51,-2.73
9.7,28.63,-3.11,-2.92
9.71,28.99,-3.68,-2.63
9.72,23.3,-2.83,-2
9.73,22.84,-2.8,-1.37
9.74,23.48,-2.42,-0.94
9.75,24.66,-4.28,-1.03
9.76,24.81,-3.95,-1.1
9.77,24.97,-3.62,-1.19
9.78,24.02,-4.6,-0.68
9.79,25.76,-2.6,-0.4
9.8,25.97,-2.75,-0.62
9.81,23.72,-4.81,-0.54
9.82,22.58,-4.2,-1.15
9.83,24.5,-3.59,-0.68
9.84,23.31,-4.88,-0.17
9.85,24.16,-5.01,-0.66
9.86,23.38,-4.57,-0.57
9.87,22.6,-4.14,-0.49
9.88,25.85,-4.14,-0.06
9.89,26.94,-4.78,0.07
9.9,25.67,-1.93,0.2
9.91,22.84,-0.82,0.17
9.92,24.25,-1.37,0.18
9.93,25.27,-2.28,0.06
9.94,25.02,-3.2,0.08
9.95,24.77,-1.07,0.1
9.96,24.6,-3.68,0.54
9.97,24.44,-4.99,0.98
9.98,23.18,-5.6,0.6
9.99,23.36,-5.86,1
10,23.54,-3.34,1.4
10.01,24.07,-0.82,2.41
10.02,23.72,-0.82,1.98
10.03,25.15,0.03,0.78
10.04,23.15,1.16,0.65
10.05,21.15,2.31,0.52
10.06,23.9,4.5,0.46
10.07,22.6,4.05,0.43
10.08,23.24,3.32,0.7
10.09,24.67,2.6,0.57
10.1,26.1,-0.2,0.44
10.11,24.81,4.52,0.13
10.12,25.02,0.99,-0.41
10.13,26.37,0.05,-0.88
10.14,24.24,-0.66,-1.12
10.15,22.11,-1.37,-1.37
10.16,23.34,-1.89,-0.76
10.17,24.58,-2.41,-0.15
10.18,24.81,-2.93,0.3
10.19,22.61,-1.36,1.02
10.2,26.26,-0.91,0.43
10.21,25.94,-0.94,0.41
10.22,22.7,-0.63,0.82
10.23,23.29,-3.12,0.58
10.24,23.89,-5.14,0.35
10.25,25.38,-2.78,0.94
10.26,24.25,-0.43,0.65
10.27,23.81,-2.66,0.62
10.28,22.82,-3.9,0.65
10.29,23.13,-4.63,0.39
10.3,23.44,-4.49,0.13
10.31,22.17,-4.36,-0.07
10.32,21.69,-1.54,0.31
10.33,20.99,-3.1,0.06
10.34,21.22,-2.45,0.78
10.35,21.46,-1.66,1.26
10.36,21.63,-2.89,0.68
10.37,21.81,-0.87,0.7
10.38,21.35,-2.06,1.24
10.39,21.52,0.18,0.96
10.4,21.69,2.43,0.68
10.41,22.25,1.73,0.21
10.42,22.92,3.33,-0.06
10.43,22.1,-4.43,0.85
10.44,21.22,-3.08,1.52
10.45,21.95,-1.74,2.19
10.46,22.69,-1.26,2.32
10.47,19.55,-3.01,1.97
10.48,19.5,-4.76,1.63
10.49,20.2,-0.27,1.87
10.5,21.29,1,1.95
10.51,22.38,2.28,2.03
10.52,23.89,0.24,1.49
10.53,23.39,3.07,0.96
10.54,24,1.97,0.57
10.55,23.95,2.52,0.03
10.56,22.87,-2.38,-0.3
10.57,21.4,-0.05,-0.03
10.58,23.56,-2.09,0.08
10.59,22.2,-0.21,0.01
10.6,24.1,1.56,-0.46
10.61,22.09,-0.01,-1.07
10.62,22.11,-0.48,-1.13
10.63,22.14,0.63,-0.82
10.64,22.39,-1.43,-0.77
10.65,22.6,-2.05,-0.6
10.66,21.14,-0.34,-0.43
10.67,21.14,1.25,-0.76
10.68,21.15,1.39,-0.02
10.69,21.66,1.53,0.71
10.7,21.69,-0.96,0.08
10.71,21.73,1.77,1.36
10.72,25.02,-1.64,0.88
10.73,23.31,-0.07,0.35
10.74,23.03,-1.4,0.01
10.75,23.35,-3.35,-0.27
10.76,22.24,-3.2,-0.13
10.77,21.73,4.58,-0.6
10.78,21.98,0.69,-0.36
10.79,21.76,-2.93,0.63
10.8,23.01,-0.27,0.82
10.81,23.8,-1.78,1.24
10.82,21.49,-0.57,1.15
10.83,23.19,1.97,1.37
10.84,24.18,0.04,0.68
10.85,25.18,-1.88,0
10.86,27.73,1.1,0.37
10.87,27.68,4.1,-0.34
10.88,25.75,3.58,-0.71
10.89,23.84,3.07,-1.09
10.9,22.63,1.15,-0.59
10.91,23.26,1.12,0.1
10.92,23.9,1.09,0.8
10.93,26.51,1.47,0.6
10.94,25.44,3.2,0.23
10.95,25.99,1.57,-0.54
10.96,28.16,1.75,0.28
10.97,30.34,1.94,1.1
10.98,29.26,-2.18,0.57
10.99,28.04,-1.04,0.12
11,29.03,-0.2,0.17
11.01,26.39,0.92,0.07
11.02,27.18,2.05,0.26
11.03,26.05,4.21,-0.38
11.04,23.09,3.14,-0.1
11.05,22.58,3.85,-0.7
11.06,22.07,3.52,-1.06
11.07,23.07,3.2,-1.42
11.08,22.06,0.41,-0.8
11.09,24.95,3.03,-0.44
11.1,25.52,3.52,-0.6
11.11,26.1,4.01,-0.76
11.12,24.48,2.76,-1.09
11.13,25.67,1.75,-2.19
11.14,22.13,0.7,-1.53
11.15,20.95,-1.71,-0.65
11.16,24.04,-0.88,1.64
11.17,27.14,0.87,1.91
11.18,23.45,0,2.19
11.19,25.24,1,2
11.2,25.17,0.13,1.83
11.21,22.36,4.88,1.95
11.22,23.76,2.5,1.89
11.23,25.85,3.86,0.81
11.24,24.07,3.11,0.57
11.25,22.6,1.11,0.65
11.26,22.13,1.97,0.46
11.27,23.89,-0.24,0.77
11.28,24.54,1.08,0.08
11.29,24.21,2.41,0.42
11.3,22.56,0.38,1.41
11.31,23.61,1.95,1.22
11.32,24.67,-1.97,0.88
11.33,25.29,1.44,0.31
11.34,24.18,-0.43,-0.03
11.35,22.32,-1.63,-1.04
11.36,20.95,-3.55,-0.21
11.37,21.47,-2.4,0.18
11.38,22,-2.91,0.06
11.39,24.36,-3.84,-0.4
11.4,22.58,-5.54,-0.91
11.41,22.93,-3.11,-1.43
11.42,23.28,-0.68,-1.85
11.43,21.52,0.37,-2.27
11.44,20.68,0.59,-2.29
11.45,21.02,-1.39,-1.2
11.46,21.36,0.92,-0.26
11.47,21.73,0.28,-0.37
11.48,22.11,-0.35,-0.48
11.49,24.6,-0.68,-0.57
11.5,21.69,0.85,-0.44
11.51,23.45,-0.98,-1.15
11.52,21.8,-1.3,-0.07
11.53,22.62,-3.5,0.65
11.54,23.45,-2.42,1.64
11.55,22.28,-1.75,1.57
11.56,22.75,1.54,2.08
11.57,21.28,-3.55,0.86
11.58,22.92,0.49,0.78
11.59,21.9,-0.82,0.97
11.6,21.19,-2.14,1.16
11.61,21.13,-4.01,1.33
11.62,22.24,-3.57,1.2
11.63,23.36,-0.92,1.31
11.64,23.57,-3.73,1.26
11.65,22.74,-1.65,1.43
11.66,23.23,-2.26,1.09
11.67,25.19,-3.14,1.08
11.68,25.14,0,0.6
11.69,24.65,2.14,0.33
11.7,25.25,2.1,0.08
11.71,25.85,2.07,-0.17
11.72,25.24,-0.57,-0.71
11.73,25.26,0.43,-0.98
11.74,22.26,0.82,-1.56
11.75,22.32,-1.09,-0.96
11.76,22.39,4.38,-0.35
11.77,21.41,1.65,-0.65
11.78,22.92,1.78,-0.4
11.79,22.73,3.16,-0.54
11.8,22.82,4.55,-0.47
11.81,23.35,-0.76,-0.74
11.82,24.61,-1.46,-0.65
11.83,22.58,-2.17,-1.08
11.84,21.68,-2.89,-1.06
11.85,21.41,-4.27,-1.02
11.86,21.14,-4.25,-0.98
11.87,21.73,-4.23,-1.79
11.88,22.32,-2.1,-1.89
11.89,21.82,-3.33,-2.56
11.9,23.52,-4.19,-2.75
11.91,20.26,-4.04,-2.42
11.92,20.03,-3.9,-2.1
11.93,21.31,-4.2,-0.99
11.94,22.6,-4.5,0.12
11.95,25.76,-4.28,-0.23
11.96,21.86,-4.06,-0.05
11.97,21.61,-0.06,-0.1
11.98,21.38,1.55,0.88
11.99,21.43,1.42,0.19
12,21.2,-1.04,0.44
12.01,21.78,-3.51,0.71
12.02,22.37,-1.36,-0.31
12.03,24.6,0.31,-0.19
12.04,25.7,1.68,-0.41
12.05,24.18,-2.25,-0.13
12.06,22.89,0.31,0
12.07,21.61,2.87,0.15
12.08,26.21,-1.15,-0.65
12.09,24.28,-2.37,-0.01
12.1,24.47,-2.22,0.49
12.11,22.84,-2.53,-0.25
12.12,23.88,-2.61,-0.09
12.13,24.92,-2.69,0.06
12.14,24.86,-3.29,0.3
12.15,27.09,-2.74,-0.37
12.16,26.88,-3.32,-0.75
12.17,26.67,-3.9,-1.13
12.18,27.57,-4.76,-1.97
12.19,28.83,-0.98,-1.98
12.2,23.72,0.74,-2
12.21,26.27,-0.12,-1.74
12.22,30.5,1.78,-1.48
12.23,27.47,3.05,-1.28
12.24,24.45,4.32,-1.09
12.25,25.69,0.79,-0.37
12.26,26.94,-2.73,0.35
12.27,25.45,-1.48,0.3
12.28,28.13,1.61,0.76
12.29,26.63,3.06,0.87
12.3,25.13,4.52,0.99
12.31,23.58,3.77,0.21
12.32,23.69,3.02,0.79
12.33,23.81,0.62,1.38
12.34,25.9,2.59,1.84
12.35,22.1,-0.52,1.02
12.36,22.01,-2.52,2.37
12.37,21.31,-3.52,2.44
12.38,21.66,-4.52,2.4
12.39,22.05,0.21,2.49
12.4,24.45,0.43,2.22
12.41,24.14,0.77,1.95
12.42,22.23,0.23,1.52
12.43,24.08,0.17,1.25
12.44,21.38,-0.17,2.04
12.45,24.46,2.67,1.21
12.46,22.23,2.66,0.41
12.47,19.17,2.66,-0.38
12.48,18.96,1.16,1.08
12.49,20.94,-0.46,1.59
12.5,22.93,-0.38,1.86
12.51,21.79,2.15,1.13
12.52,19.94,-1.75,0.88
12.53,19.75,-1.74,0.65
12.54,20.39,-1.74,1.11
12.55,20.56,0.17,1.18
12.56,20.5,0.55,1.1
12.57,19.82,0.93,1.02
12.58,21.21,-1.29,1.53
12.59,22.61,-3.51,1.28
12.6,26.06,-2.03,1.03
12.61,25.5,-2.49,0.84
12.62,23.77,-2.26,0.62
12.63,22.05,-2.04,0.41
12.64,21.61,-2.97,1.65
12.65,21.17,-5.56,2.21
12.66,20.67,-4.6,2.52
12.67,20.93,-3.64,2.85
12.68,21.19,-0.3,2.7
12.69,21.67,1.49,2.36
12.7,20.04,-0.02,2.02
12.71,18.9,-1.71,1.88
12.72,21.22,-3.4,1.75
12.73,23.54,-4.3,2.33
12.74,21.5,-3.84,2.04
12.75,20.75,-2.84,1.59
12.76,20.93,-3.15,2.05
12.77,21.13,0.05,1.93
12.78,20.75,-0.63,2.09
12.79,21.3,-2.99,2.79
12.8,21.85,-3.51,3.24
12.81,21.1,-3,3.68
12.82,23.88,-2.5,3.95
12.83,26.67,-1.62,3.11
12.84,26.76,-2.47,2.27
12.85,25.63,-3.33,1.08
12.86,24.34,-4.08,0.46
12.87,26.03,-4.42,0.41
12.88,24.65,-4.76,0.28
12.89,23.28,-4.71,0.15
12.9,23.04,-4.84,-0.06
12.91,21.26,-5.27,0.67
12.92,21.78,-5.08,0.04
12.93,22.75,-4.59,0.08
12.94,23.72,-4.1,0.13
12.95,24,-4.37,0.55
12.96,23.34,-4.65,0.46
12.97,24.85,-3.09,0.46
12.98,26.37,-1.54,0.46
12.99,28.99,-0.08,1.03
13,24.34,-0.41,1.44
13.01,22.25,-0.49,1.49
13.02,22.6,-0.48,1.32
13.03,22.95,-0.76,0.31
13.04,23.31,-2.63,0.43
13.05,24.94,0.48,0.21
13.06,23.26,2.41,-0.27
13.07,23.71,-0.49,-0.35
13.08,24.23,-2.69,-0.17
13.09,25.04,-2.8,0.27
13.1,23.45,-0.93,0.25
13.11,24.67,-0.41,0
13.12,25.28,-2.92,0.77
13.13,25.9,-2.92,1.54
13.14,28.04,-2.92,1.02
13.15,27.86,-2.39,1
13.16,27.91,-3.03,0.77
13.17,22.31,-0.82,1.76
13.18,24.12,1.1,1.82
13.19,26.27,0.36,1.68
13.2,28.43,-0.38,1.54
13.21,31.56,-0.68,-0.27
13.22,29.99,-0.53,0.63
13.23,25.27,-1.83,-1.72
13.24,25.76,-1.04,-1.75
13.25,26.66,-0.86,-1.84
13.26,28.83,-2.55,-1.86
13.27,26.85,-2.39,-1.95
13.28,29.46,-3,-2.04
13.29,26.1,-3.18,-0.71
13.3,27.78,-3.09,-1.38
13.31,29.1,0.94,-1.56
13.32,29.47,-2.85,-1.59
13.33,29.85,-3.01,-1.62
13.34,29.89,-3.17,-0.32
13.35,27.91,-3.07,-0.27
13.36,26.8,-3.15,0.49
13.37,25.62,-1.96,1.81
13.38,24.45,-0.77,2.25
13.39,23.93,1.53,2.1
13.4,25.92,0.77,1.95
13.41,23.6,4.38,1.67
13.42,26.94,1.64,0.42
13.43,27.79,0.6,0.44
13.44,26.42,1.87,0.23
13.45,28.54,3.73,0.5
13.46,29.47,1.51,-0.55
13.47,30.99,-1.12,0.11
13.48,32.51,-3.75,0.78
13.49,30.25,-3.59,1.74
13.5,28,-3.94,1.68
13.51,30.96,-3.76,1.71
13.52,30.71,2.84,2.07
13.53,27.58,1.13,2.43
13.54,29.94,-2.87,2.96
13.55,32.31,-4.25,2.83
13.56,27.93,-3.16,2.77
13.57,28.63,-2.08,2.32
13.58,29.9,-4.21,1.87
13.59,30.01,-5.85,0.79
13.6,30.12,-4.94,-0.28
13.61,32.62,-4.03,-1.25
13.62,30,1.05,-1.77
13.63,25.29,1.18,-2.3
13.64,24.23,-1.26,0.21
13.65,25.44,-3.36,1.26
13.66,23.05,-3.46,1.74
13.67,23.62,-3.58,2.46
13.68,24.19,-1.7,2.49
13.69,26.98,-1.39,2.52
13.7,25.88,-3.89,1.38
13.71,24.79,-3.1,0.24
13.72,23.84,-2.32,0.86
13.73,28.29,-0.49,0.48
13.74,30.93,-1.72,0.13
13.75,27.39,-2.96,-1.38
13.76,24.63,-2.05,-1.21
13.77,23.79,-1.3,-1.64
13.78,23.04,4.17,-0.13
13.79,22.29,1.43,-0.88
13.8,25.42,2.18,0.73
13.81,24.26,2.97,0.44
13.82,22.65,1.86,0.46
13.83,24.18,2.08,0.01
13.84,24.41,2.3,0
13.85,26.91,3.72,0.44
13.86,26.73,1.98,-0.6
13.87,24.49,0.64,-0.22
13.88,22.25,-0.68,0.15
13.89,26.05,0.23,0.49
13.9,26.12,2.74,-0.06
13.91,25.29,-0.54,-0.12
13.92,23.97,1.48,-0.31
13.93,22.65,3.5,-0.51
13.94,23.02,4.14,0.6
13.95,23.39,4.25,1.19
13.96,25.61,4.36,1.14
13.97,26.78,3.61,0.07
13.98,26.52,4.09,-1.05
13.99,26.26,4.58,-2.17
14,25.06,-1.55,-1.54
14.01,22.84,0,-0.59
14.02,29.03,3.22,-1.11
14.03,31.58,2.85,-1.46
14.04,30.3,3.03,-1.81
14.05,24.36,2.85,-0.26
14.06,22.2,5.74,0.34
14.07,22.52,6.56,-0.01
14.08,20.09,7.12,0.93
14.09,20.8,5.24,2.08
14.1,21.51,3.37,2.2
14.11,21.28,1.67,2.33
14.12,21.44,1.31,1.59
14.13,22.07,1.72,1.98
14.14,21.2,0.13,0.96
14.15,22.05,3.46,0.88
14.16,22.49,1.42,0.43
14.17,23.28,-2.29,0.66
14.18,29.69,-1.09,-0.71
14.19,26.48,-1.69,-0.02
14.2,30.55,-0.65,-0.13
14.21,30,-0.01,0.05
14.22,29.46,0.63,0.24
14.23,28.87,-0.52,0.12
14.24,21.17,0.86,1.38
14.25,25.02,0.16,0.75
14.26,27.43,1.7,2.51
14.27,29.86,3.24,1.63
14.28,21.18,2.08,1.87
14.29,25.52,2.66,2.12
14.3,23.35,2.37,2.36
14.31,23.24,-2.15,0.06
14.32,21.26,-2.58,1.07
14.33,22.25,-2.35,0.56
14.34,21.04,0.83,1.18
14.35,23.74,-0.76,1.81
14.36,26.44,-3.05,2.42
14.37,30.09,-3.7,2
14.38,28.85,-4.36,1.6
14.39,28.97,-3.26,1.32
14.4,27.54,-4.49,2.17
14.41,26.38,-4.29,2.28
14.42,25.22,-4.1,2.39
14.43,28.67,-2.22,2.43
14.44,32.26,-1.14,2.36
14.45,33.72,-0.06,2.3
14.46,34.12,-0.9,0.97
14.47,32.4,-1.75,-0.35
14.48,30.7,-2.19,-0.2
14.49,30.3,-4.14,-0.06
14.5,31.06,0.24,0.74
14.51,30.41,-0.46,-0.31
14.52,27.16,-1.94,-0.15
14.53,28.36,0.63,0
14.54,30.19,0.63,-0.08
14.55,31.38,-2.52,-0.87
14.56,30.28,-2.19,-1.16
14.57,29.19,-1.87,-1.47
14.58,29.24,0.74,-1.52
14.59,26.21,1.64,-0.54
14.6,26.39,0.12,0.39
14.61,26.39,-0.93,0.77
14.62,26.4,-2,1.16
14.63,26.12,-4.21,2.09
14.64,23.55,-1.42,1.32
14.65,23.7,0.11,2.3
14.66,25.19,0.34,2.78
14.67,26.69,0.57,2.75
14.68,24.12,-1.04,2.67
14.69,23.07,-0.17,1.87
14.7,27.59,-0.92,1.09
14.71,30.52,-1.1,1.07
14.72,28.93,-0.65,1.8
14.73,27.34,-0.2,2.54
14.74,24.76,-1.71,3.23
14.75,26.91,-1.46,3.46
14.76,29.78,-2.56,3.24
14.77,29.39,-1.05,2.25
14.78,31.51,-3.17,1.26
14.79,29.17,-2.46,0.88
14.8,28.58,-1.75,0.79
14.81,28,1.37,0.7
14.82,30.68,-1.51,-0.31
14.83,24.89,-3.15,-0.08
14.84,26.35,-1.19,-1.68
14.85,25.85,-2.08,-0.83
14.86,27.27,1.33,-1
14.87,25.88,0.13,-0.82
14.88,24.53,1.38,-0.74
14.89,24.22,-0.08,-0.98
14.9,24.6,2.82,-0.93
14.91,25.18,0.8,0.07
14.92,25.76,-1.2,1.08
14.93,26.94,-1.32,1.15
14.94,26.94,1.43,1.64
14.95,26.46,1.71,1.11
14.96,24.6,3.13,1.29
14.97,26.57,3.06,0.85
14.98,26.53,2.19,0.82
14.99,26.17,3.9,0.52
15,25.18,0.3,0.54
15.01,25.97,0.3,0.66
15.02,25.78,-0.93,1.03
15.03,27.66,0.94,1.87
15.04,25.18,-0.74,2.48
15.05,29.39,-0.17,2.37
15.06,29.94,0.31,2.27
15.07,30,2.74,1.36
15.08,27.41,-0.73,1.04
15.09,28.33,2.08,0.7
15.1,25.99,0.28,1.46
15.11,27.72,-0.27,1.67
15.12,28.67,-1.04,1.25
15.13,32.25,-2.2,0.92
15.14,30.46,-3.37,1.08
15.15,22.57,-2.87,-0.6
15.16,23.07,-1.43,-1.04
15.17,28.72,-4.03,-1.4
15.18,27.95,-1.84,-1.77
15.19,27,-2.53,-1.73
15.2,26.55,-0.92,-1.53
15.21,24.89,-2.96,-1.04
15.22,24.74,0.26,-0.83
15.23,23.95,-0.68,-0.93
15.24,24.33,-0.38,-0.96
15.25,24.69,-2.79,-0.49
15.26,26.2,-2.38,0.27
15.27,27.72,-1.98,1.04
15.28,25.47,-2.92,1.07
15.29,27.16,-1.42,0.38
15.3,25.17,-2.96,0.4
15.31,23.18,-4.5,0.43
15.32,24.42,-4.99,0.31
15.33,28.11,-5.16,0.35
15.34,27.16,-3.33,0.48
15.35,25.42,-1.51,0
15.36,27.7,2.19,-0.41
15.37,25.24,-2.01,-0.43
15.38,26.47,0.08,-0.42
15.39,26.44,-1,-2.27
15.4,24.4,0.86,-2.05
15.41,26.32,-1.56,-1.88
15.42,24.94,-0.35,-1.92
15.43,23.86,-0.73,-1.95
15.44,22.96,-2.3,-1.98
15.45,22.06,-0.6,-1.57
15.46,23.02,0.49,-1.63
15.47,21.72,-1.07,-1.41
15.48,21.21,-2.64,-1.47
15.49,21.06,1.05,-0.8
15.5,21.33,-3.44,-0.31
15.51,21.6,-0.57,0.31
15.52,21.97,2.28,1.59
15.53,25.36,3.35,2.31
15.54,23.66,4.42,1.95
15.55,22.54,5.47,2.29
15.56,23.11,5.27,2.5
15.57,22.77,4.44,2.01
15.58,22.43,3.62,1.53
15.59,28,2.23,1.84
15.6,26.58,1.75,0.65
15.61,25.2,1.89,-0.12
15.62,21.71,2.2,-0.03
15.63,21.34,-0.44,1.37
15.64,21.43,-1.86,2.39
15.65,21.52,-0.94,2.08
15.66,23.16,-0.85,1.84
15.67,23.01,0.41,1.73
15.68,24.61,1.26,2.33
15.69,26.21,4.76,1.27
15.7,28.29,3.16,1.79
15.71,25.27,1.56,0.46
15.72,22.22,-0.07,1.18
15.73,25.06,0.54,-0.07
15.74,24.25,-1.59,0.15
15.75,23.97,-0.82,0.63
15.76,22.58,3.75,0.78
15.77,24.39,1.64,0.93
15.78,28.77,4.1,-0.06
15.79,28.11,2.19,-0.95
15.8,27.46,0.3,-1.84
15.81,25.15,0.34,-1.07
15.82,25.94,1.71,-0.49
15.83,23.34,3.75,-0.2
15.84,25.67,1.74,0.13
15.85,28.47,1.14,-0.74
15.86,28.61,0.91,-1.02
15.87,30.7,1.14,-1.62
15.88,32.8,1.37,-2.22
15.89,29.03,2.78,-2.76
15.9,28.06,0.85,-2.7
15.91,24.95,1.86,-2.08
15.92,27.16,4.5,-1.46
15.93,27.97,0.71,-0.36
15.94,28.79,-3.07,0.74
15.95,27.82,-1.9,0.54
15.96,29.44,-3.88,1.81
15.97,28.35,-4.47,1.12
15.98,27.27,-3.96,0.44
15.99,27.34,-3.45,0.14
16,27.41,-1.84,-0.15
16.01,27.12,1.73,-0.55
16.02,24.25,-0.92,-0.48
16.03,25.68,0.4,-0.51
16.04,24.87,-1.26,0.31
16.05,23.37,2.85,1.73
16.06,28.22,3.55,2.05
16.07,28.24,-2.39,1.54
16.08,32.85,-1.94,0.24
16.09,33.03,0.38,-1.33
16.1,32.43,-0.74,-0.33
16.11,31.83,-1.86,0.66
16.12,32.42,-1.29,0.12
16.13,32.08,-2.34,0.41
16.14,33.2,-0.63,0.48
16.15,31.55,-0.55,-0.43
16.16,29.91,2.01,-0.03
16.17,28.02,0.27,-0.52
16.18,28.96,1.14,-0.27
16.19,31.25,-2.94,-0.37
16.2,33.55,-2.29,-0.54
16.21,32.08,-3.2,-1.62
16.22,28.52,-4.72,-0.24
16.23,26.53,-4.5,0.55
16.24,33.14,-2.3,1.7
16.25,29.83,-3.4,1.12
16.26,30.95,-0.03,-0.74
16.27,31.72,-1.97,-0.98
16.28,31.42,-1.02,-1.63
16.29,28.88,-1.71,-1.48
16.3,27.93,4.25,-1.46
16.31,28.4,1.27,-1.47
16.32,26.73,0.54,0.4
16.33,28.96,-1.48,0.89
16.34,31.2,-3.5,1.38
16.35,31.85,-1.31,2.04
16.36,33.49,-3.31,2.1
16.37,32.89,-2.87,2.17
16.38,32.29,-2.44,0.78
16.39,29.44,0.44,-0.6
16.4,31.46,0.32,0.02
16.41,33.48,0.2,0.65
16.42,31.8,-1.54,0.43
16.43,33.36,-6.1,-0.15
16.44,33.75,-7.24,-0.74
16.45,31.02,-5.01,-0.44
16.46,28.3,-2.79,0.58
16.47,26.58,-1.02,0.89
16.48,24.86,0.74,1.21
16.49,29.1,1.9,2.25
16.5,26.98,3.07,1.73
16.51,26.47,2.18,2.33
16.52,28,1.22,2.17
16.53,29.87,-1.72,2.01
16.54,31,-1.93,1.07
16.55,24.87,0.43,0.31
16.56,25.67,-0.55,-0.2
16.57,31.13,1.02,-0.32
